Ticker,Buy/Sell,Date,Price,P/E Ratio,Fwd P/E Ratio,P/B Ratio,RSI,Upper BB,Bollinger %b,Lower BB,vol,Z Score,MACD,VWAP, OBV,Stoch,Awesome Oscillator,Ultimate Oscillator,TSI,Acum/Dist
BLDR,Sell,2022-10-05,62.35,16.125523,13.162568,4.962019,81.00888142,63.80030716,0.997872566,51.56269284,3.05940358,1.941064605,1.197292729,56.96393957,18405300,93.49315068,0.985647059,70.66203929,-1.251930608,5010472.39
NVR,Sell,2022-10-05,4252,16.447369,15.332489,5.5813212,69.07334612,4335.353276,0.921637328,3859.231724,119.0303882,1.643844929,36.71991855,4072.612409,-204300,91.81304087,-16.20788235,58.43585144,-2.219321515,-138689.7004
MPC,Sell,2022-10-05,107.27,7.673858,12.298984,2.7355802,77.81953636,107.1108372,1.03945786,88.9251628,4.546418602,2.103193928,1.327032214,96.8152987,107000500,94.98432602,3.268970588,70.62844466,12.12601102,10418031.12
HUBB,Sell,2022-10-05,234.52,27.555475,22.088367,7.235596,80.38679795,234.3444534,1.167175331,212.6815466,5.415726709,2.601128298,1.262175396,223.6030115,1623467,94.57050243,8.065352941,65.25742649,19.25827807,2182919.819
PCAR,Sell,2022-10-06,60.43,13.017123,13.399529,3.7579093,66.24149788,60.65342073,0.872733941,54.41057927,1.560710365,1.453184429,0.50749978,57.43262808,49163100,76.67161961,0.354558824,61.30901648,0.235542246,33620486.58
CMI,Sell,2022-10-06,223.69,52.354652,12.919656,4.3284945,67.33675596,224.9968455,0.850243069,198.4131545,6.645922771,1.365498865,1.943143834,211.4530315,9157400,79.57828973,-0.126558824,60.75819833,0.035497015,-296011.2368
LW,Sell,2022-10-06,82.35,13.255512,15.5792675,8.846952,76.99119619,81.753419,1.156415199,74.767581,1.746459501,2.55917758,0.536691607,78.9674908,10766400,79.3517407,0.698735294,51.04106445,4.876197208,16485897.18
JBL,Sell,2022-10-06,61.92,25.146257,13.857545,7.5036793,65.09937403,62.60450508,0.87441784,55.75949492,1.711252542,1.459749475,0.465474164,58.82817484,-9520500,88.30811554,0.512764706,60.36950171,3.595278496,4622364.755
ILMN,Sell,2022-10-06,216.59,0,0,0,64.38537224,217.5328843,0.880976193,180.1281157,9.351192142,1.485318641,2.660730984,196.7528541,-27711900,82.13751868,-0.257970588,60.90949504,0.027924213,6492560.33
NOC,Sell,2022-10-11,504.13,33.89299,16.615414,4.659504,75.32969064,506.7527988,1.027147433,466.3752012,10.09439939,2.055199047,2.555160685,485.9578416,9178300,85.58074781,9.187411765,59.70742095,9.738537785,8724180.863
MRK,Sell,2022-10-11,90.43,876.9285,12.578893,8.270124,78.10879473,90.27226625,1.145745797,84.26173375,1.502633127,2.517580593,0.538837929,87.78749031,80429000,87.48317631,1.667970588,58.26261792,6.477253467,71741711.78
NFLX,Buy,2022-10-12,214.3,49.994175,28.426207,12.631479,39.22775865,251.1304992,0.113321885,216.6215008,8.627249607,-1.507548824,-2.279262351,232.4144098,-116242500,23.96622015,-3.372382353,44.00532834,-3.047078419,84285167.4
AMGN,Sell,2022-10-12,244.36,22.064102,13.031709,23.656355,79.18655275,230.8102642,1.195076791,208.7807358,5.507382103,2.709908214,2.256185024,229.6722797,54835400,39.19753086,1.899117647,10.42634008,1.492889081,-3378457192
MO,Sell,2022-10-12,44.32,0,0,0,79.91372922,40.13719935,1.023711585,36.04180065,1.023849675,2.041803646,0.346677151,41.02141807,133027500,-3.434343434,0.160823529,5.33566885,3.771926161,-24788168135
ALB,Buy,2022-10-13,237.5,9.337575,13.173178,1.5554475,34.24246384,293.4302846,0.073375032,249.7097154,10.93014229,-1.663290332,-2.649909385,266.0982528,11026600,37.85291042,-13.03314706,41.8732562,-5.878214637,-111739686
CPB,Sell,2022-10-13,48.83,16.866667,13.233846,3.329978,81.28162923,47.81029929,1.252165087,44.03670071,0.943399647,2.932479366,0.357024863,47.12397245,53407200,53.90070922,-0.166911765,11.14843335,2.804555096,-2224746153
KHC,Sell,2022-10-14,35.8,15.142858,10.897196,0.8602627,72.66254986,35.75736303,1.004212595,32.55863697,0.799681516,1.965782589,0.381856075,34.23196932,122148100,80,-0.115558824,55.72935146,-7.724891401,174662365.5
PEP,Sell,2022-10-14,175.98,25.11128,18.65572,12.232122,59.06089795,173.4354621,0.759058487,160.3225379,3.27823107,1.009995918,0.956729653,166.7779682,30154400,60.27486911,-1.212264706,51.45672518,-5.993528902,71111098.63
WRB,Sell,2022-10-14,71.82,16.819801,12.967939,2.9228175,66.61743785,71.37974864,0.882245362,61.33725136,2.51062432,1.490266772,0.523488676,66.74288738,27239900,77.75752051,2.519441176,58.97170779,15.43815579,23853583.25
CINF,Sell,2022-10-14,101.44,10.0668955,16.840746,1.5232879,61.85514868,101.1871129,0.841290442,88.41688705,3.192556474,1.3305951,1.029422004,94.82280921,-8788100,73.84030418,1.141264706,54.67671703,-0.796986162,-5600155.421
VTRS,Sell,2022-10-14,9.71,239.40001,4.290323,0.70225877,67.98778168,9.6857441,0.915834202,8.2522559,0.35837205,1.621220181,0.134716806,8.997899327,-60936800,80.71428571,0.071911765,51.33342707,-3.395439016,22593536.11
SCHW,Buy,2022-10-17,70.57,26.358267,15.461893,3.8430629,25.52573994,77.03707577,-0.107702346,68.24192423,2.198787884,-2.369259917,-0.665861617,72.34469808,-124965800,17.51072961,-1.393352941,41.00798487,-5.060537682,-5151051.938
FSLR,Buy,2022-10-18,121.64,20.950905,7.6095734,2.5908706,33.03996134,141.8367977,0.077552179,119.3232023,5.628398856,-1.647004812,-2.247275384,130.7012089,61031600,18.78324468,-7.433294118,48.36272671,-4.815993238,28166053.45
MRNA,Sell,2022-10-18,140.74,0,0,0,59.73517453,137.5401756,0.867332261,113.2378244,6.075587821,1.432124801,2.592730346,128.5413754,-26249800,72.08774584,4.749176471,53.89201021,-2.657197771,-285451.516
IPG,Sell,2022-10-18,28.99,11.561404,10.767974,3.1649218,84.82199419,28.59577169,1.195235385,24.63122831,0.991135845,2.710526527,0.368935169,27.07659088,-4728900,94.94949495,0.488852941,64.65106235,3.737227903,-1839061.586
HST,Sell,2022-10-19,17.55,20.076923,19.885714,2.2149146,72.52214052,17.67899994,0.948131001,15.32200006,0.589249969,1.747136281,0.195918056,16.67456457,82647500,83.33333333,0.257441176,57.4402276,-0.558381855,-26974237.57
OMC,Sell,2022-10-19,71,13.662808,11.306587,5.1691856,63.79201506,69.35200392,0.8941116,61.22199608,2.032501958,1.536529885,0.590464716,66.38319703,-25407000,70.36613272,1.810294118,49.85963868,3.644629656,7396477.626
L,Sell,2022-10-19,54.47,0,0,0,69.49821511,54.8798986,0.953078378,49.0591014,1.455199299,1.76642471,0.519407608,52.43130557,-8412300,88.84758364,0.378529412,52.57156602,-2.66036328,-3630871.054
WFC,Sell,2022-10-19,44.18,11.819876,10.71107,1.2355806,59.54331044,44.76196942,0.815376089,38.83303058,1.48223471,1.229562354,0.386030886,42.53373063,-503157700,69.72972973,0.988235294,48.18417567,2.293218808,-3797016.306
LMT,Sell,2022-10-19,433.97,15.774673,15.723328,15.39265,73.8113151,432.5032793,1.155570703,378.8467207,13.41413963,2.555885128,4.047754947,410.1410243,9955000,88.47318994,-0.399058824,58.48866809,1.385939855,-14134055.76
EXPD,Sell,2022-10-19,92.71,24.097803,23.58008,7.266326,51.88655046,92.84769378,0.697561405,86.87030622,1.494346891,0.770236152,0.733819427,90.40223542,-20791500,58.91566265,-2.495588235,47.752019,-17.01207914,2656724.906
JPM,Sell,2022-10-19,117.99,11.601356,11.608508,1.802646,66.76029513,117.8522694,0.935650206,100.0457306,4.451634709,1.698477188,1.526792704,110.3839912,-421588900,80.75291622,2.035294118,56.75688948,0.648836061,-6036946.412
UAL,Sell,2022-10-19,39.32,5.3746867,3.7102075,1.508883,85.06215108,37.94365074,1.184425248,31.02334926,1.730075371,2.668380856,0.600454638,35.51426776,215916400,85.74686431,0.819676471,58.83678705,2.574853734,38312138.55
DGX,Sell,2022-10-19,129.34,17.280373,13.739914,2.277895,52.19061759,129.348983,0.685995047,120.912017,2.109241507,0.725142187,0.609326539,126.0191865,2789000,52.32690125,1.502882353,50.67827053,-0.265393943,6212518.25
GE,Sell,2022-10-19,54.86,20.87218,27.806345,6.621611,74.63625097,55.15839867,0.999638527,47.59660133,1.890449334,1.947949587,0.755540347,51.76521919,-77749657,93.49030471,0.761470588,63.03231896,-1.867239142,6095487.529
INCY,Sell,2022-10-19,70.53,22.939623,11.113346,2.6271663,55.24971411,71.08170447,0.744177203,65.38829553,1.423352233,0.951977992,0.438267504,68.77892988,6900000,57.80141844,0.874382353,55.52374614,-1.03440349,21546262.93
HLT,Sell,2022-10-19,127.8,0,0,0,71.52291172,129.1538884,0.978885382,115.4991116,3.41369421,1.867038934,1.065479764,123.2841019,-23002600,80.41168659,-0.109617647,54.19790798,-2.900193208,-5583181.998
AAL,Sell,2022-10-19,13.98,0,0,0,79.52470272,13.80900317,1.092415318,11.47099683,0.584501587,2.30966011,0.217948588,12.77398216,130294300,88.97338403,0.307441176,58.07666341,0.014362515,75276036.92
BAC,Sell,2022-10-19,34.58,11.652597,10.433139,1.0764202,66.37871406,32.81088792,0.947258571,27.64611208,1.29119396,1.743734923,0.45719937,31.48270701,-1413369600,52.39669421,0.437176471,13.68186511,-0.192056375,-34850115101
DAL,Sell,2022-10-19,32.58,5.95258,5.6982646,2.4569685,77.59178823,32.43552225,1.029363939,27.14247775,1.323261123,2.063840577,0.439951606,30.24278676,159307100,92.68292683,0.677764706,55.16348314,0.776842296,37171540.04
MTB,Buy,2022-10-20,162.18,0,0,0,21.33387734,194.6608544,-0.141685412,165.1071456,7.388427224,-2.501750297,-1.815578786,176.0466514,-26297200,2.319749216,-2.247970588,35.36234551,-10.29095647,-22546924.57
ISRG,Sell,2022-10-20,211.41,75.17857,51.762295,10.030974,77.15419942,208.9797482,1.108632905,176.5812518,8.099624082,2.372887903,3.100600306,198.1981074,-14207700,78.0112387,1.7585,50.44398016,-4.312003877,-6729844.027
TRV,Sell,2022-10-20,173.5,17.124317,10.580676,2.0055492,68.7780962,172.4441108,0.949429432,147.0348892,6.352305404,1.7521985,1.810694844,163.4049413,1712100,84.19642857,7.082235294,62.79841683,14.48942728,10862697.6
NFLX,Sell,2022-10-20,272.78,49.994175,28.426207,12.631479,72.07609515,265.1360683,1.067218875,207.9259317,14.30253415,2.211426287,3.901818758,243.9050054,-89271600,83.51339352,17.96338235,59.67247451,11.59674006,75813240.94
BKR,Sell,2022-10-20,26.2,16.387434,12.371541,2.0325994,77.52476445,24.88200169,1.03007108,18.99599831,1.471500845,2.066597522,0.447610362,23.49221342,-15886400,66.66666667,1.143882353,23.53857461,6.437703687,-4510347401
HII,Sell,2022-10-20,242.44,16.892857,14.980789,2.7928836,70.24719846,242.9720013,1.014566081,218.2489987,6.180750657,2.006147908,1.391669817,233.3524307,5183600,90.37304452,3.129058824,57.74409807,9.523953786,2248315.798
GD,Sell,2022-10-20,240,22.734608,16.72399,3.5046747,66.03433006,239.2440936,0.948268421,210.6449064,7.149796813,1.747672042,1.982877773,228.005177,33504900,85.04226387,6.547117647,57.92747557,9.040015423,3531263.975
LOW,Buy,2022-10-21,178.14,0,0,0,34.82857076,203.318172,0.090939591,180.008828,5.827336012,-1.594811073,-1.346041221,191.8869365,60710400,22.76075998,-6.324911765,43.50891704,-12.86513984,6123613.385
ALL,Buy,2022-10-21,118.31,0,0,0,30.1847093,134.1280081,0.050223119,113.8719919,5.064004033,-1.753553106,-1.260423872,126.1690281,13074000,-6.199821588,1.440441176,7.088972349,1.149611754,-1670736648
ELV,Sell,2022-10-21,503.23,20.078844,12.200048,3.0050879,86.23581993,504.6881139,1.112034346,438.8908861,16.44930697,2.38614916,4.904890298,482.5885074,3809100,83.12565681,16.49135294,54.4888266,13.09442036,8758923.569
ORCL,Sell,2022-10-21,71.03,31.527624,18.378422,81.11585,81.98222932,70.45786691,1.216243648,59.14013309,2.829433456,2.792431814,1.221204832,66.32556144,-122034200,99.19210054,0.618588235,62.6541812,-2.51442674,6697297.239
IBM,Sell,2022-10-21,128.39,23.525154,18.002817,7.7856736,78.64606256,128.6965666,1.105780714,115.3904334,3.326533323,2.361768014,1.292566875,123.0955607,14146300,93.79084967,0.747205882,62.26605945,-2.560410032,371423.0642
T,Sell,2022-10-21,16.83,8.796954,7.534783,1.1995571,84.46901877,15.34067962,1.212627302,13.13432038,0.551589808,2.778332701,0.254765503,15.24816179,-62663123,44.55782313,-0.029676471,12.51517979,-4.758459298,-99980995197
STLD,Sell,2022-10-21,86.17,8.874316,13.575758,2.3447032,85.29552216,88.80410032,1.20382367,66.67589968,5.532050158,2.744009828,1.542957296,81.37778202,29579300,97.93296089,5.726705882,65.14724428,17.63267244,39887941.11
WMT,Sell,2022-10-24,45.82,31.759163,23.51163,5.8371825,79.25448551,45.86976909,1.196240753,42.50923091,0.840134544,2.714446174,0.272798936,44.31096066,148163400,91.30434783,0.673852941,51.15064405,7.039311055,-73608661.81
SYY,Sell,2022-10-24,80.52,19.56479,16.846315,16.765137,83.7853575,80.280445,1.125163206,69.034555,2.811472502,2.437334882,1.176028889,75.74835373,15448500,97.12962963,1.575647059,61.31627947,1.492731582,6500015.199
SLB,Sell,2022-10-24,50.06,17.707903,12.387019,3.643241,90.10350219,51.1717797,1.066984046,32.5842203,4.646889848,2.210510758,1.007595292,44.77058672,243297800,97.30941704,6.555411765,70.94832185,35.80380094,166521612.8
NUE,Sell,2022-10-24,134.87,10.267778,14.439063,2.161486,76.55807015,135.329951,0.995236957,101.812049,8.379475489,1.930789107,2.515118964,122.8760547,11234600,95.50252409,6.896205882,63.0447195,10.62160323,30719237.48
STT,Sell,2022-10-24,69.5,13.161291,8.619719,1.016119,80.30047136,68.98124568,1.159350821,58.19475432,2.696622839,2.570622743,1.080603098,64.15089101,-46412800,96.51257097,-0.124176471,58.64235774,-0.255881286,3049719.138
GS,Sell,2022-10-24,328.5,16.892387,9.896463,1.2446856,76.49608915,325.5897099,1.091270441,284.8252901,10.19110493,2.305196557,3.934549043,309.6761279,-38610900,94.15957691,4.497558824,50.38139377,0.180332305,-24822369.52
HWM,Sell,2022-10-24,35.65,35.519123,24.25373,6.6913733,76.34989756,35.44462565,1.003941217,30.38437435,1.265062823,1.964724561,0.436996251,33.56824315,63247000,89.32461874,0.946558824,53.89723381,3.713487265,43928000.73
WBD,Sell,2022-10-24,13.46,0,0,0,63.82727621,13.41569064,0.909799186,11.07230936,0.585845318,1.597691355,0.190319198,12.40565548,-275753100,82.47863248,0.599705882,50.39470429,4.9724067,-179450585
NWSA,Sell,2022-10-24,17.36,66.2,29.75281,1.8512304,68.22497289,17.15810193,0.916364284,14.62989807,0.632050964,1.623286821,0.210360047,16.27708247,18005600,80.95238095,0.533529412,47.16907622,5.390516432,-13620295.81
JNJ,Sell,2022-10-24,169.81,30.946257,14.604166,5.6429367,78.20655719,169.7353578,1.138247787,159.5406422,2.548678915,2.488347969,0.808455841,164.7399806,-113680000,91.47947328,1.831882353,62.208366,6.383653184,-74770455.4
BKNG,Sell,2022-10-24,1813.02,0,0,0,69.13484823,1820.860116,0.93352723,1602.394884,54.61630785,1.690200302,23.07075097,1721.70414,-6133900,88.06307366,10.60529412,45.78006865,-3.77338953,-13847796.52
NWS,Sell,2022-10-24,17.34,0,0,0,64.4399303,17.32058551,0.875351824,15.00541449,0.578792754,1.463390814,0.18808013,16.48956152,13383200,78.84615385,0.397411765,46.43955718,3.440998131,82690.30207
JNPR,Sell,2022-10-24,28.77,38.94737,15.04065,2.63777,71.90564228,28.63082306,0.971904173,25.11417694,0.879161532,1.839821171,0.308760696,27.08431776,-43323300,87.10526316,0.702676471,53.9771096,3.778764307,30155931.31
LHX,Sell,2022-10-24,249.26,33.324535,15.23137,2.1707819,78.51654212,248.8485073,0.996562956,202.7214927,11.53175364,1.935958805,3.142067348,231.4930445,17388200,93.14941104,13.09111765,59.57820834,14.63348377,8280670.928
CFG,Sell,2022-10-24,38.25,10.939298,8.475248,0.7152556,77.95911548,38.64251446,1.138340656,32.52448554,1.529507231,2.488710039,0.472172166,36.3552664,-147687200,95.77922078,1.316794118,46.65247198,7.905368912,-15507270.76
CAH,Sell,2022-10-24,73.67,0,0,0,80.23357767,71.06394656,1.095569045,63.41005344,1.913473282,2.321955599,0.436416337,69.09387803,69725700,62.63157895,2.756264706,15.48665863,18.30974315,-1824092064
MAR,Sell,2022-10-24,154.27,0,0,0,75.98256894,154.3830967,1.044940118,135.2159033,4.791798338,2.124567705,1.807790908,145.8204904,4780800,92.24765869,2.609558824,50.32076123,1.545280667,-2399009.546
MCD,Sell,2022-10-24,255.28,0,0,0,78.34922409,256.3678024,0.97747191,226.1001976,7.566901194,1.861528205,2.55630373,244.0922316,-23966000,93.74747882,4.792323529,52.9217285,4.876217599,-30637498.67
MCK,Sell,2022-10-24,374.93,0,0,0,84.25157866,372.5039162,1.187938928,333.7630838,9.685208079,2.682079702,3.040423505,357.1158018,29415400,94.28841161,12.58188235,60.00607431,15.31958949,18318380.21
HPE,Sell,2022-10-24,13.53,12.44138,8.8,1.0948596,80.80355711,13.52683009,1.089375648,11.73816991,0.447165047,2.297809294,0.161959456,12.78983885,-6241400,96.96969697,0.345647059,51.58978244,3.64058032,157075095.2
COR,Sell,2022-10-24,149.19,25.919302,16.29061,51.99737,78.45978707,148.5688102,1.115334872,133.2191898,3.837405099,2.399016982,1.215214642,142.2699979,10241900,95.70259209,3.665823529,57.54702022,8.973477335,17504207.36
FCX,Sell,2022-10-24,31.12,31.578125,18.887848,3.474598,63.77003687,31.66825244,0.890024551,26.50974756,1.289626221,1.520595633,0.294059641,29.47289663,-82389300,76.67386609,0.446176471,53.13806265,3.464621218,134378441.5
UNH,Sell,2022-10-24,538.07,20.492249,15.607849,5.092342,83.07514653,538.2558118,1.088080942,492.5641882,11.42290589,2.292761602,3.673935494,516.4997193,57735200,91.69220293,11.05567647,49.10018531,6.789677115,24817219.54
CI,Sell,2022-10-25,308,19.682001,10.679251,2.165923,80.88690362,308.4591648,1.090761964,275.9958352,8.115832399,2.303214148,1.943238792,294.1798916,20903000,97.51976995,10.32938235,59.62786853,18.90545262,21183412.02
COST,Sell,2022-10-25,493.32,48.775955,41.348003,15.256816,73.32822674,497.9136741,1.039191031,453.0273259,11.22158703,2.102153638,4.97135564,473.2343429,1104600,97.79124316,-8.289882353,66.38845389,-8.509626343,17905218.06
CB,Sell,2022-10-25,200.47,11.697248,10.732323,1.7366669,67.81133509,203.018965,0.948846581,177.603035,6.353982506,1.749926127,1.718918505,192.6860287,3563300,84.88813846,8.164882353,59.69758947,14.07482448,-5643399.026
HUM,Sell,2022-10-25,520.98,17.358679,14.048583,2.6080227,87.02629522,521.6693889,1.215493378,482.1986111,9.867694446,2.789506723,2.595077274,505.4091017,24103000,80.1074273,17.24085294,51.18473475,18.57773116,1676114.644
GPC,Sell,2022-10-25,169.94,16.339764,14.382074,4.834464,82.62764244,168.7555773,1.143040632,145.9214227,5.708538641,2.507033919,1.690629198,159.9253523,21381700,98.23269514,6.221352941,69.5223109,19.93899402,4681337.029
ITW,Sell,2022-10-25,201.06,26.876797,23.906849,26.014112,77.96712203,202.0461202,1.180732362,178.6578798,5.84706008,2.653983333,2.17183507,192.3873477,-7105000,98.64130435,2.771441176,66.74384831,4.862901321,6953959.785
HON,Sell,2022-10-25,186.66,23.646988,18.375229,8.233577,79.93717538,187.4847208,1.113910721,165.4722792,5.503110388,2.393464617,2.107543668,177.7897022,14872500,98.98255814,5.016,63.57816743,6.500658971,-18111455.73
DLTR,Sell,2022-10-25,149.5,28.219696,21.164772,3.607486,84.27968498,149.6570654,1.268050155,132.5899346,4.266782684,2.994410765,1.699066269,142.0646998,6191600,93.9055358,2.971235294,64.18267793,5.060554459,23780946.62
ABBV,Sell,2022-10-25,148.03,66.284134,14.711712,30.61701,73.26546847,143.4357445,0.964258035,126.6822555,4.18837225,1.810011037,0.98626599,140.8413285,86669200,41.74311927,4.176058824,8.066176794,15.77918697,-7689011031
CZR,Sell,2022-10-25,41.41,11.711538,17.189516,2.020954,77.31988467,42.26501116,1.034686065,31.62598884,2.659755578,2.084590045,0.977827337,37.8334816,-31804200,92.35849057,0.073676471,58.86251432,-1.423511619,-11975500.71
BWA,Sell,2022-10-25,31.29,11.900001,7.352403,1.266806,81.18285026,31.028896,1.094985891,27.011104,1.004448002,2.319682049,0.390947943,29.67290141,-7810796,83.25581395,-0.042058824,22.61470965,-2.283652943,-783962675.1
PH,Sell,2022-10-25,276.52,26.458044,20.36626,6.090049,77.20813992,279.1609062,1.082774593,239.4790938,9.920453088,2.272073644,3.358927647,262.9272537,-10129400,98.01324503,9.404794118,58.86631166,8.320226561,5866987.994
ADBE,Sell,2022-10-25,319.12,47.41286,27.593304,15.43729,85.46597605,317.9202504,1.137329475,269.4867496,12.10837521,2.484767731,7.063979111,297.6650391,-58628000,99.07621247,1.667205882,58.14826144,-10.35280939,-2741296.562
GEN,Sell,2022-10-25,22.03,9.900452,9.811659,5.763962,81.69582884,22.18152426,1.045528799,20.02247574,0.539762131,2.126862806,0.218572937,21.19036342,-19009100,94.59459459,0.419970588,63.47793566,2.912980178,-43454247.83
RTX,Sell,2022-10-25,88.49,40.986546,14.983607,2.0246322,62.03517133,89.69000182,0.864069332,80.52699818,2.290750911,1.419403561,0.775916127,86.01237826,-62745700,77.90697674,3.145558824,59.86000126,7.381377806,-57344390.08
BMY,Sell,2022-10-25,72.64,14.082902,7.6455693,3.7330036,67.06751633,69.7395008,0.946439707,65.4304992,1.077250398,1.740542406,0.29870334,69.68273032,104358700,21.60611855,0.910882353,5.17284566,8.777714282,-16119035779
CSCO,Sell,2022-10-25,43.34,15.264439,13.21579,4.397548,82.97200385,43.89038596,1.105507405,38.68261404,1.301942981,2.360702461,0.554626023,41.32043717,-388978100,99.31034483,0.641470588,62.28486649,1.075818546,-21824024.7
SPG,Sell,2022-10-26,105.74,21.461319,23.046154,16.373375,83.53975007,105.9120558,0.9921226,87.12694421,4.696277893,1.918647108,1.511659121,98.13899215,-445000,92.65536723,5.649794118,58.28648745,13.76367824,1242537.484
MA,Sell,2022-10-26,312.29,39.692047,27.976147,63.271748,80.81568475,315.1919611,1.132605337,278.1550389,9.259230544,2.466349649,4.092345459,298.6208713,-236800,89.61748634,3.133676471,59.97233042,-1.292454646,13813984.17
TGT,Sell,2022-10-26,167.84,18.799778,16.021927,5.7767925,76.43013259,165.7696276,1.061737536,144.7153724,5.263563807,2.190056096,1.953516705,156.3937141,-113513800,84.42879499,3.437529412,53.60159724,4.760413221,-1211668.934
CTVA,Sell,2022-10-26,65.5,42.376926,16.014534,1.5430076,80.07132766,65.67332029,1.035954623,56.88667971,2.196660144,2.089535795,0.533033695,62.27822105,13349200,94.78487614,2.440588235,65.41421639,15.6129615,45421416.03
MET,Sell,2022-10-26,71.26,39.618786,7.1781783,1.7460433,80.22477178,71.27625064,0.975500523,59.61074936,2.916375319,1.853842324,0.753020537,66.3991121,-26399000,91.76029963,3.663911765,61.99051894,21.6430313,3172392.838
TAP,Sell,2022-10-26,50.6,15.091533,11.065435,1.0660136,62.99226572,50.51759778,0.884721325,46.85740222,0.915048891,1.499919854,0.390140731,48.84536584,23312700,76.41723356,0.250823529,47.72673232,-3.836516599,16726950.38
CRL,Sell,2022-10-26,218.23,28.56569,21.216936,3.7550488,80.65788925,220.3257498,1.039827392,187.6692502,8.164124909,2.104634629,2.255189237,205.0789732,-10212200,91.73722628,5.758705882,55.51927631,7.002996787,2102530.841
EA,Sell,2022-10-26,127.75,34.440804,17.99079,4.867915,75.7626473,128.3406651,0.922815186,115.9313349,3.102332569,1.648437067,0.968685951,122.852089,29573500,82.80780781,3.705676471,58.56395261,8.938374055,3346202.613
AAPL,Sell,2022-10-26,150.96,26.866253,24.127096,36.042145,61.60855613,150.3556227,0.86650256,134.4173773,3.984561357,1.428890031,1.624721814,143.0191857,-59889000,75.66225166,0.039117647,34.76958791,-4.71070002,-12042348034
DIS,Sell,2022-10-26,103.53,68.90184,20.64522,2.0974097,76.01669872,105.1775109,0.971776158,91.54748909,3.407505454,1.839322074,1.436340525,98.42281628,-141370100,83.25358852,0.186676471,48.97858338,-3.961617846,-86237344.96
ETN,Sell,2022-10-26,147.1,36.496258,25.83407,6.1412897,68.34046719,146.7379206,0.93286267,131.1430794,3.898710279,1.68760937,1.055982372,138.9247376,-2652100,85.23659306,2.177411765,55.11087696,5.344346095,21226792.45
LKQ,Sell,2022-10-26,54.1,14.698864,11.653153,2.241768,70.00401036,53.82552031,0.954289207,46.91247969,1.728260153,1.771145388,0.523497334,51.12520313,22366800,81.93548387,2.226176471,59.90078309,11.96664597,9536060.122
DD,Sell,2022-10-26,57.48,66.19266,17.343752,1.2781675,74.75679948,57.45497905,0.965280856,49.60602095,1.962239523,1.813998728,0.662726947,53.92805697,-66372400,90.06535948,1.905794118,59.58840805,6.856861932,-91293.28861
SYF,Sell,2022-10-26,35.09,8.196532,6.9170732,1.3143421,80.60666791,34.94994659,1.028557009,28.35605341,1.648473297,2.060694587,0.461191948,32.25481523,34814500,89.0459364,1.795441176,54.57911646,13.66514662,22175519.1
WBA,Sell,2022-10-26,35.81,32.636364,6.0505624,0.95330834,78.77159158,35.6554868,0.984426784,30.4295132,1.306493398,1.888643297,0.477775567,33.16318026,-7338700,89.19860627,1.038529412,54.8411134,3.897552207,-69247270.8
CAT,Sell,2022-10-26,198.3,16.640339,15.014344,8.580833,81.36417188,192.4157379,1.004018462,158.5922621,8.455868968,1.965025719,2.350421407,182.3523413,-15073500,72.2366952,10.52691176,20.52450656,18.65538316,-1693256336
DOW,Sell,2022-10-26,48,70.03658,13.293981,2.1675787,71.89062019,48.0783428,0.99502575,43.0326572,1.2614214,1.929965673,0.551813845,45.74910043,-120835900,90.07092199,0.987352941,48.14582184,-0.708861659,-124666047.8
CHTR,Sell,2022-10-26,350.8,9.948299,8.067351,3.9070687,70.75922094,347.6749483,0.951537945,300.8440517,11.70772416,1.760418995,6.485422331,326.4638132,-14928700,83.02849103,-3.042529412,48.55993541,-11.27902083,-16143440.41
DG,Sell,2022-10-26,251.29,18.35599,21.103312,5.4203095,79.97574501,249.7816592,1.061115688,232.7623408,4.254829578,2.187631685,1.440240816,241.094731,11351500,83.79970545,1.786382353,59.80334026,4.71631946,21334588.86
V,Sell,2022-10-26,196.58,32.35986,25.139786,14.771758,88.79044642,197.6564504,1.256187972,173.7215496,5.983725208,2.948163458,2.569654985,188.3588297,17099000,90.43122443,4.401294118,58.19024541,4.770929511,36395041.85
DFS,Sell,2022-10-26,101.67,10.818101,8.886297,2.2141106,77.12594131,100.4619905,1.160108468,88.20200953,3.064995235,2.573576595,1.195302133,94.15143262,-4148500,87.56756757,0.818823529,60.62770293,1.255911046,6580858.864
PLD,Sell,2022-10-26,108.73,40.765957,44.55814,2.334064,73.96626783,108.9765658,1.091697208,97.33043416,2.911532921,2.306860401,1.604184604,103.0683607,-46621400,86.04651163,-2.744558824,49.36460483,-13.48395433,-20826224.3
GOOGL,Sell,2022-10-26,96.43,23.736206,17.582375,6.053291,32.28930793,104.1839862,0.035996335,94.46601375,2.429493125,-1.80901932,0.454852338,99.08348873,-385251600,5.268199234,-0.330176471,39.97792267,-8.318686186,-187611904.8
OTIS,Sell,2022-10-26,68.69,0,0,0,65.81483615,68.74394589,0.940228008,63.04805411,1.423972945,1.716324744,0.66400067,66.20186481,-35554600,87.83783784,0.002441176,58.6684075,-6.461002399,10190106.86
PTC,Sell,2022-10-26,114.74,94.116165,30.449348,7.9308,69.48653639,115.8317302,0.942756417,103.0972698,3.183615084,1.726182298,1.079030506,109.3721571,-6911300,81.21137206,1.356117647,58.02852922,2.341038129,8168589.296
